id,kanji,kana,korean
n2_1278,一休み,ひとやすみ,"잠깐 쉼, 한숨 돌림"
n2_1282,引越し,ひっこし,이사
n2_1295,重力,じゅうりょく,중력
n2_1300,応援,おうえん,"응원, 지원"
n2_1302,屋外,おくがい,"옥외, 야외"
n2_1308,お出掛け,おでかけ,외출
n2_1310,合同,ごうどう,합동
n2_1313,発射,はっしゃ,발사
n2_1314,分解,ぶんかい,분해
n2_1315,観念,かんねん,관념
n2_1321,角度,かくど,각도
n2_1329,図形,ずけい,도형
n2_1330,芸能,げいのう,연예
n2_1335,娯楽,ごらく,오락
n2_1336,伝染,でんせん,전염
n2_1340,複写,ふくしゃ,복사
n2_1346,油断,ゆだん,방심
n2_1349,高層,こうそう,고층
n2_1351,反映,はんえい,반영
n2_1356,ランニング,ランニング,"러닝, 달리기"
n2_1360,日課,にっか,일과
n2_1362,衣食住,いしょくじゅう,의식주
n2_1364,水曜,すいよう,수요일
n2_1367,くしゃみ,くしゃみ,재채기
n2_1368,テーマ,テーマ,"주제, 테마"
n2_1370,符号,ふごう,"부호, 기호"
n2_1373,体積,たいせき,"부피, 체적"
n2_1375,輸送,ゆそう,"수송, 운송"
n2_1379,回数,かいすう,횟수
n2_1381,経度,けいど,경도
n2_1391,月末,げつまつ,월말
n2_1392,期限,きげん,기한
n2_1395,狙い,ねらい,"목표, 노림수"
n2_1396,偶数,ぐうすう,짝수
n2_1397,園芸,えんげい,원예
n2_1402,重点,じゅうてん,중점
n2_1405,電流,でんりゅう,전류
n2_1411,災難,さいなん,재난
n2_1416,友好,ゆうこう,우호
n2_1418,教養,きょうよう,교양
n2_1420,停止,ていし,정지
n2_1422,当日,とうじつ,당일
n2_1423,献立,こんだて,"식단, 메뉴"
n2_1429,形容動詞,けいようどうし,형용동사(な형용사)
n2_1430,録音,ろくおん,녹음
n2_1431,出入り,でいり,출입
n2_1432,方言,ほうげん,"방언, 사투리"
n2_1433,空想,くうそう,공상
n2_1440,口実,こうじつ,"구실, 핑계"
n2_1449,カロリー,カロリー,칼로리
n2_1456,解説,かいせつ,해설
n2_1461,公害,こうがい,공해
n2_1464,実感,じっかん,실감
n2_1468,無沙汰,ぶさた,"무소식, 격조함"
n2_1472,エチケット,エチケット,에티켓
n2_1475,落第,らくだい,낙제
n2_1476,活力,かつりょく,활력
n2_1478,間接,かんせつ,간접
n2_1481,用語,ようご,용어
n2_1489,神話,しんわ,신화
n2_1490,過半数,かはんすう,과반수
n2_1494,スケジュール,スケジュール,"스케줄, 일정"
n2_1497,往復,おうふく,왕복
n2_1500,損得,そんとく,"손익, 이해득실"
n2_1506,あらすじ,あらすじ,줄거리
n2_1512,鑑賞,かんしょう,감상
n2_1520,直通,ちょくつう,직통
n2_1524,系統,けいとう,계통
n2_1529,入社,にゅうしゃ,입사
n2_1534,生存,せいぞん,생존
n2_1536,乗車,じょうしゃ,"승차, 탑승"
n2_1539,孝行,こうこう,효도
n2_1543,演劇,えんげき,연극
n2_1547,噴火,ふんか,"분화, 화산 폭발"
n2_1552,循環,じゅんかん,순환
n2_1562,通知,つうち,"통지, 알림"
n2_1571,方面,ほうめん,방면
n2_1574,お参り,おまいり,참배
n2_1576,五十音,ごじゅうおん,오십음(일본어 음절표)
n2_1578,分布,ぶんぷ,분포
n2_1586,締切,しめきり,마감
n2_1590,索引,さくいん,색인
n2_1592,学力,がくりょく,"학력, 학업 능력"
n2_1607,乗換,のりかえ,환승
n2_1609,換気,かんき,환기
n2_1616,話中,はなしちゅう,통화중
n2_1617,ローマじ,ローマじ,로마자
n2_1622,見出し,みだし,"표제, 헤드라인"
n2_1627,為替,かわせ,"환, 외환, 송금환"
n2_1628,センチ,センチ,센티미터
n2_1634,文脈,ぶんみゃく,문맥
n2_1640,日の出,ひので,일출
n2_1642,境界,きょうかい,경계
n2_1645,送別,そうべつ,송별
n2_1653,加熱,かねつ,가열
n2_1654,撮影,さつえい,촬영
n2_1660,学術,がくじゅつ,학술
n2_1665,評論,ひょうろん,평론
n2_1670,摩擦,まさつ,마찰
n2_1673,断定,だんてい,단정
n2_1675,しゃっくり,しゃっくり,딸꾹질
n2_1676,日程,にってい,일정
n2_1695,動作,どうさ,동작
n2_1703,圧縮,あっしゅく,압축
n2_1704,乾杯,かんぱい,건배
n2_1710,日帰り,ひがえり,당일치기
n2_1712,不通,ふつう,"불통, 두절"
n2_1713,東西,とうざい,"동서, 사방"
n2_1719,面積,めんせき,면적
n2_1724,快晴,かいせい,"쾌청, 맑게 갠 날씨"
n2_1742,短期,たんき,단기
n2_1752,合流,ごうりゅう,합류
n2_1753,バランス,バランス,"밸런스, 균형"
n2_1764,組合せ,くみあわせ,조합
n2_1765,停車,ていしゃ,정차
n2_1770,文芸,ぶんげい,문예
n2_1771,日日,ひにち,"날짜, 며칠"
n2_1775,ラッシュアワー,ラッシュアワー,러시아워
n2_1783,解散,かいさん,해산
n2_1790,発想,はっそう,발상
n2_1794,掛け算,かけざん,곱셈
n2_1795,テンポ,テンポ,"템포, 박자"
n2_1799,普及,ふきゅう,보급
n2_1801,規律,きりつ,규율
n2_1804,自治,じち,자치
n2_1807,レクリェーション,レクリェーション,레크리에이션
n2_1814,性別,せいべつ,성별
n2_1821,算数,さんすう,산수
n2_1825,製作,せいさく,제작
n2_1826,理科,りか,"과학(교과), 이과"
n3_0001,合図,あいず,신호
n3_0007,香り,かおり,향기
n3_0017,意思,いし,"의사, 생각, 의도"
n3_0020,歓迎,かんげい,환영
n3_0024,修正,しゅうせい,수정
n3_0025,記念,きねん,기념
n3_0028,活動,かつどう,활동
n3_0030,ダンス,ダンス,"댄스, 춤"
n3_0032,週,しゅう,주(週)
n3_0034,適用,てきよう,적용
n3_0046,運,うん,"운, 운수"
n3_0047,責任,せきにん,책임
n3_0048,両替,りょうがえ,환전
n3_0050,平和,へいわ,평화
n3_0051,サービス,サービス,서비스
n3_0053,経由,けいゆ,경유
n3_0058,クラシック,クラシック,클래식
n3_0061,手間,てま,"수고, 품, 手間"
n3_0063,逮捕,たいほ,체포
n3_0064,批評,ひひょう,비평
n3_0069,冒険,ぼうけん,모험
n3_0074,曜日,ようび,요일
n3_0075,関心,かんしん,관심
n3_0080,担当,たんとう,담당
n3_0083,建設,けんせつ,건설
n3_0085,人気,にんき,인기
n3_0101,一時,いちじ,"한때, 일시적으로"
n3_0104,貸し,かし,"빌려준 것, 신세 지운 것"
n3_0108,実験,じっけん,실험
n3_0109,徹底,てってい,철저함
n3_0115,試し,ためし,"시도, 시험삼아 해봄"
n3_0116,才能,さいのう,재능
n3_0118,笑い,わらい,웃음
n3_0129,選択,せんたく,선택
n3_0136,注目,ちゅうもく,주목
n3_0143,火曜,かよう,화요일
n3_0154,順,じゅん,"순서, 차례"
n3_0155,承認,しょうにん,"승인, 인정"
n3_0164,暮らし,くらし,"생활, 살림"
n3_0168,生産,せいさん,생산
n3_0179,計画,けいかく,계획
n3_0180,物理,ぶつり,물리학
n3_0185,飛行,ひこう,비행
n3_0189,誤り,あやまり,"오류, 실수"
n3_0190,釣,つり,낚시
n3_0195,情報,じょうほう,정보
n3_0196,泳ぎ,およぎ,수영
n3_0198,観光,かんこう,관광
n3_0199,航空,こうくう,항공
n3_0200,嘘,うそ,거짓말
n3_0201,日付,ひづけ,날짜
n3_0202,物語,ものがたり,이야기
n3_0205,騒ぎ,さわぎ,소동
n3_0207,語学,ごがく,어학
n3_0213,裁判,さいばん,재판
n3_0216,混雑,こんざつ,혼잡
n3_0219,月曜,げつよう,월요일
n3_0221,前進,ぜんしん,전진
n3_0222,資本,しほん,자본
n3_0223,演説,えんぜつ,연설
n3_0236,出版,しゅっぱん,출판
n3_0241,区別,くべつ,구별
n3_0247,あと,あと,"흔적, 자국"
n3_0248,気候,きこう,기후
n3_0254,栄養,えいよう,영양
n3_0256,跡,あと,"흔적, 자취"
n3_0262,喧嘩,けんか,"싸움, 다툼"
n3_0264,骨折,こっせつ,골절
n3_0271,契約,けいやく,계약
n3_0279,環境,かんきょう,환경
n3_0280,気温,きおん,기온
n3_0283,家賃,やちん,"집세, 방세"
n3_0289,援助,えんじょ,"원조, 지원"
n3_0292,永久,えいきゅう,"영구, 영원"
n3_0293,需要,じゅよう,수요
n3_0294,デート,デート,데이트
n3_0298,火災,かさい,화재
n3_0300,質,しつ,"질, 품질"
n3_0306,老い,おい,"노년, 늙음"
n3_0312,支払,しはらい,지불
n3_0316,エネルギー,エネルギー,에너지
n3_0322,体温,たいおん,체온
n3_0324,通学,つうがく,통학
n3_0328,抵抗,ていこう,저항
n3_0349,学習,がくしゅう,학습
n3_0365,思い出,おもいで,추억
n3_0368,邪魔,じゃま,방해
n3_0375,出来事,できごと,"사건, 일"
n3_0383,表現,ひょうげん,표현
n3_0391,望み,のぞみ,"소망, 바람"
n3_0392,木曜,もくよう,목요일
n3_0396,現れ,あらわれ,"발현, 나타남"
n3_0398,定期,ていき,정기
n3_0406,ピクニック,ピクニック,"피크닉, 소풍"
n3_0410,付き合い,つきあい,"교제, 사귐, 친분"
n3_0414,性,せい,"성, 성별"
n3_0417,渋滞,じゅうたい,"(교통) 정체, 혼잡"
n3_0424,推薦,すいせん,추천
n3_0429,処理,しょり,처리
n3_0432,行動,こうどう,행동
n3_0433,演技,えんぎ,연기
n3_0435,幅,はば,"폭, 너비"
n3_0439,勢い,いきおい,"기세, 힘"
n3_0440,保証,ほしょう,보증
n3_0446,感じ,かんじ,느낌
n3_0464,入院,にゅういん,입원
n3_0470,戦い,たたかい,"싸움, 전투"
n3_0477,納得,なっとく,"납득, 이해"
n3_0484,存在,そんざい,존재
n3_0487,用心,ようじん,"조심, 주의"
n3_0492,注文,ちゅうもん,주문
n3_0495,演奏,えんそう,연주
n3_0499,優勝,ゆうしょう,우승
n3_0500,誇り,ほこり,"자랑, 긍지"
n3_0501,縦,たて,세로
n3_0514,実施,じっし,"실시, 시행"
n3_0515,年齢,ねんれい,"나이, 연령"
n3_0519,迎え,むかえ,마중
n3_0521,記入,きにゅう,"기입, 기재"
n3_0522,欠点,けってん,"결점, 단점"
n3_0524,本当,ほんと,"진짜, 정말"
n3_0529,迷惑,めいわく,"폐, 민폐"
n3_0530,人類,じんるい,인류
n3_0533,具体,ぐたい,구체(적)
n3_0537,芸術,げいじゅつ,예술
n3_0541,滞在,たいざい,"체류, 체재"
n3_0550,拍手,はくしゅ,박수
n3_0552,無視,むし,무시
n3_0556,おしゃべり,おしゃべり,"수다, 잡담"
n3_0561,級,きゅう,"급, 등급"
n3_0568,日曜,にちよう,일요일
n3_0583,金融,きんゆう,금융
n3_0588,冗談,じょうだん,농담
n3_0590,式,しき,"식(공식), 의식"
n3_0595,禁止,きんし,금지
n3_0598,幸運,こううん,행운
n3_0609,建築,けんちく,건축
n3_0613,知らせ,しらせ,"소식, 알림"
n3_0615,掲示,けいじ,게시
n3_0616,刺激,しげき,자극
n3_0617,診察,しんさつ,진찰
n3_0618,機関,きかん,기관
n3_0622,食欲,しょくよく,식욕
n3_0624,破産,はさん,파산
n3_0625,印刷,いんさつ,인쇄
n3_0635,人種,じんしゅ,인종
n3_0640,愛情,あいじょう,애정
n3_0641,幸福,こうふく,행복
n3_0646,引用,いんよう,인용
n3_0655,ミス,ミス,실수
n3_0656,予報,よほう,예보
n3_0658,賛成,Uӣ[い,찬성
n3_0659,発見,はっけん,발견
n3_0669,盛り,さかり,"한창, 전성기"
n3_0670,実際,じっさい,실제
n3_0671,模様,もよう,"무늬, 모양"
n3_0679,土曜,どよう,토요일
n3_0686,勤め,つとめ,"근무, 직무"
n3_0688,実行,じっこう,실행
n3_0689,素,もと,"기본, 바탕, 원료"
n3_0700,務め,つとめ,"직무, 임무"
n3_0701,真似,まね,"흉내, 모방"
n3_0703,心理,しんり,심리
n3_0707,うん,うん,"응, 어"
n3_0710,重視,じゅうし,중시
n3_0713,プラス,プラス,"플러스, 이득"
n3_0726,出発,しゅっぱつ,출발
n3_0732,実現,じつげん,실현
n3_0734,信仰,しんこう,신앙
n3_0735,印象,いんしょう,인상
n3_0738,生まれ,うまれ,"태생, 출생"
n3_0756,ドラマ,ドラマ,드라마
n3_0762,噂,うわさ,소문
n3_0766,意識,いしき,의식
n3_0767,善,ぜん,"선, 착함"
n3_0768,熱中,ねっちゅう,"열중, 몰두"
n3_0774,終,おわり,끝
n3_0775,主義,しゅぎ,"주의(主義), 신념"
n3_0777,準備,じゅんび,준비
n3_0779,苦労,くろう,고생
n3_0786,運動,うんどう,운동
n3_0796,見解,けんかい,견해
n3_0797,監督,かんとく,감독
n3_0804,調査,ちょうさ,조사
n3_0808,注,ちゅう,"주석, 주"
n3_0812,金額,きんがく,금액
n3_0819,絶滅,ぜつめつ,멸종
n3_0821,言語,げんご,언어
n3_0826,引退,いんたい,은퇴
n3_0829,訓,くん,"훈(훈독, 한자의 뜻읽기)"
n3_0835,掃除,そうじ,청소
n3_0846,資源,しげん,자원
n3_0854,読書,どくしょ,독서
n3_0857,例,れい,"예, 예시"
n3_0859,通信,つうしん,통신
n3_0860,訓練,くんれん,훈련
n3_0862,プラン,プラン,"계획, 플랜"
n3_0863,登山,とざん,등산
n3_0866,国家,こっか,국가
n3_0871,休憩,きゅうけい,"휴식, 휴게"
n3_0874,作業,さぎょう,작업
n3_0877,世間,せけん,"세상, 세간"
n3_0878,末,すえ,끝
n3_0880,活気,かっき,활기
n3_0882,世話,せわ,"보살핌, 돌봄"
n3_0883,旅,たび,여행
n3_0884,制限,せいげん,제한
n3_0889,混乱,こんらん,혼란
n3_0892,練習,れんしゅう,연습
n3_0895,修理,しゅうり,수리
n3_0897,クリスマス,クリスマス,크리스마스
n3_0900,ドライブ,ドライブ,드라이브
n3_0903,感情,かんじょう,감정
n3_0907,知識,ちしき,지식
n3_0908,組合,くみあい,조합
n3_0910,党,とう,"정당, 당"
n3_0911,講演,こうえん,강연
n3_0915,恩,おん,은혜
n3_0917,余裕,よゆう,여유
n3_0920,消費,しょうひ,소비
n3_0921,精神,せいしん,정신
n3_0925,手伝い,てつだい,"도움, 거들기"
n3_0932,反抗,はんこう,반항
n3_0933,参考,さんこう,참고
n3_0949,知能,ちのう,지능
n3_0957,一言,ひとこと,한마디
n3_0967,放送,ほうそう,방송
n3_0968,支度,したく,준비
n3_0979,死亡,しぼう,사망
n3_0985,傾向,けいこう,경향
n3_0986,計算,けいさん,계산
n3_0988,内容,ないよう,내용
n3_0999,貢献,こうけん,"공헌, 기여"
n3_1000,吸収,きゅうしゅう,흡수
n3_1008,本物,ほんもの,"진짜, 진품"
n3_1011,事務,じむ,"사무, 사무직"
n3_1015,運転,うんてん,운전
n3_1026,目標,もくひょう,목표
n3_1032,手術,しゅじゅつ,수술
n3_1034,世の中,よのなか,"세상, 세간"
n3_1047,常識,じょうしき,상식
n3_1048,指導,しどう,지도
n3_1049,語,ご,"언어, 말"
n3_1051,間違い,まちがい,"실수, 잘못"
n3_1059,ユーモア,ユーモア,유머
n3_1061,発行,はっこう,발행
n3_1068,勉強,べんきょう,공부
n3_1074,天然,てんねん,"천연, 자연"
n3_1080,現実,げんじつ,현실
n3_1081,農業,のうぎょう,농업
n3_1083,変更,へんこう,변경
n3_1084,流行,りゅうこう,유행
n3_1086,経営,けいえい,경영
n3_1089,散歩,さんぽ,산책
n3_1095,誕生,たんじょう,탄생
n3_1096,参加,さんか,참가
n3_1104,順番,じゅんばん,"순서, 차례"
n3_1117,尊重,そんちょう,존중
n3_1119,政府,せいふ,정부
n3_1120,配達,はいたつ,배달
n3_1121,強盗,ごうとう,강도
n3_1122,駐車,ちゅうしゃ,주차
n3_1130,国語,こくご,국어
n3_1131,能力,のうりょく,능력
n3_1133,支配,しはい,지배
n3_1151,天候,てんこう,"날씨, 기후"
n3_1152,自慢,じまん,자랑
n3_1153,失業,しつぎょう,실업
n3_1157,集まり,あつまり,모임
n3_1162,先日,せんじつ,"요전, 며칠 전"
n3_1163,悲劇,ひげき,비극
n3_1169,話題,わだい,화제
n3_1170,通過,つうか,통과
n3_1174,様子,ようす,"모습, 상태"
n3_1177,交際,こうさい,교제
n3_1183,一種,いっしゅ,일종
n3_1184,考え,かんがえ,생각
n3_1198,交換,こうかん,교환
n3_1202,爆発,ばくはつ,폭발
n3_1205,害,がい,"해, 피해"
n3_1206,自殺,じさつ,자살
n3_1208,承知,しょうち,"승낙, 알겠음"
n3_1212,管理,かんり,관리
n3_1214,競技,きょうぎ,경기
n3_1215,設計,せっけい,설계
n3_1216,汚染,おせん,오염
n3_1217,調子,ちょうし,"상태, 컨디션"
n3_1229,働き,はたらき,"작용, 활동"
n3_1235,癖,くせ,"버릇, 습관"
n3_1243,横断,おうだん,횡단
n3_1247,専攻,せんこう,전공
n3_1249,寄付,きふ,기부
n3_1256,検査,けんさ,검사
n3_1259,維持,いじ,유지
n3_1261,節約,せつやく,절약
n3_1262,光景,こうけい,광경
n3_1264,祝い,いわい,"축하, 축하 선물"
n3_1268,団体,だんたい,단체
n3_1269,日常,にちじょう,일상
n3_1270,基本,きほん,기본
n3_1282,一致,いっち,일치
n3_1284,ノック,ノック,노크
n3_1289,現象,げんしょう,현상
n3_1292,音,おん,"소리, 음"
n3_1297,通行,つうこう,통행
n3_1300,知恵,ちえ,지혜
n3_1302,婚約,こんやく,약혼
n3_1314,候補,こうほ,후보
n3_1321,型,かた,"형, 틀, 타입"
n3_1325,帰宅,きたく,귀가
n3_1327,禁煙,きんえん,금연
n3_1332,疑問,ぎもん,의문
n3_1333,供給,きょうきゅう,공급
n3_1334,スタイル,スタイル,스타일
n3_1340,科目,かもく,과목
n3_1344,空き,あき,"빈 자리, 여유"
n3_1346,芝居,しばい,연극
n3_1350,共同,きょうどう,공동
n3_1353,感覚,かんかく,감각
n3_1356,物音,ものおと,"소리, 인기척"
n3_1357,変化,へんか,변화
n3_1359,検討,けんとう,검토
n3_1362,財産,ざいさん,재산
n3_1378,移動,いどう,이동
n3_1384,審判,しんぱん,심판
n3_1385,休暇,きゅうか,휴가
n3_1391,免許,めんきょ,면허
n3_1394,依頼,いらい,의뢰
n3_1398,考慮,こうりょ,고려
n3_1403,許可,きょか,허가
n3_1405,活用,かつよう,활용
n3_1407,睡眠,すいみん,수면
n3_1408,労働,ろうどう,노동
n3_1414,匂い,におい,냄새
n3_1417,単語,たんご,단어
n3_1422,呼吸,こきゅう,호흡
n3_1427,格好,かっこう,"모습, 차림, 스타일"
n3_1428,永遠,えいえん,영원
n3_1430,握手,あくしゅ,악수
n3_1439,部分,ぶぶん,부분
n3_1440,性格,せいかく,성격
n3_1441,劇,げき,연극
n3_1442,被害,ひがい,피해
n3_1445,哲学,てつがく,철학
n3_1447,訪問,ほうもん,방문
n3_1452,数字,すうじ,숫자
n3_1454,元,もと,"원래, 전(前)"
n3_1458,中止,ちゅうし,"중지, 취소"
n3_1462,観察,かんさつ,관찰
n3_1466,集中,しゅうちゅう,집중
n3_1472,句,く,"구, 구절"
n3_1476,請求,せいきゅう,청구
n3_1480,道徳,どうとく,도덕
n3_1483,発達,はったつ,발달
n3_1484,症状,しょうじょう,증상
n3_1489,製造,せいぞう,제조
n3_1492,論争,ろんそう,논쟁
n3_1497,提出,ていしゅつ,제출
n3_1499,ハイキング,ハイキング,"하이킹, 도보 여행"
n3_1502,氏,し,"씨, 성씨, 가문"
n3_1504,学,がく,"학문, 학식"
n3_1505,構成,こうせい,구성
n3_1506,欠陥,けっかん,결함
n3_1510,使用,しよう,사용
n3_1511,宿泊,しゅくはく,숙박
n3_1514,分野,ぶんや,분야
n3_1515,好み,このみ,"취향, 기호"
n3_1516,整理,せいり,정리
n3_1519,学問,がくもん,학문
n3_1520,曇,くもり,"흐림, 흐린 날씨"
n3_1521,無駄,むだ,"낭비, 헛됨"
n3_1531,勘,かん,"직감, 육감"
n3_1535,典型,てんけい,전형
n3_1538,秘密,ひみつ,비밀
n3_1540,物事,ものごと,"사물, 일"
n3_1541,要求,ようきゅう,요구
n3_1543,時刻,じこく,시각
n3_1549,理想,りそう,이상
n3_1551,罪,つみ,죄
n3_1552,要素,ようそ,요소
n3_1559,信用,しんよう,신용
n3_1560,出身,しゅっしん,출신
n3_1562,金曜,きんよう,금요일
n3_1570,成績,せいせき,성적
n3_1576,能,のう,"능력, 재능"
n3_1577,到着,とうちゃく,도착
n3_1582,無,ぶ,"무, 없음"
n3_1584,延期,えんき,연기
n3_1587,解釈,かいしゃく,해석
n3_1588,外出,がいしゅつ,외출
n3_1592,予測,よそく,예측
n3_1595,週間,しゅうかん,"주간, ~주일"
n3_1598,謎,なぞ,수수께끼
n3_1600,支給,しきゅう,지급
n3_1603,見送り,みおくり,"배웅, 전송"
n3_1604,上京,じょうきょう,상경(도쿄로 감)
n3_1606,たとえ,たとえ,비유
n3_1609,魅力,みりょく,매력
n3_1611,否定,ひてい,부정
n3_1614,理解,りかい,이해
n3_1616,独立,どくりつ,독립
n3_1617,痛み,いたみ,"아픔, 통증"
n3_1618,一生,いっしょう,"일생, 평생"
n3_1619,予防,よぼう,예방
n3_1623,職,しょく,"직업, 일자리"
n3_1624,差別,さべつ,차별
n3_1625,行き,いき,"감, ~행"
n3_1628,体育,たいいく,체육
n3_1629,失望,しつぼう,실망
n3_1630,貯金,ちょきん,저금
n3_1633,暗記,あんき,암기
n3_1638,思想,しそう,"사상, 생각"
n3_1646,人生,じんせい,인생
n3_1659,不足,ふそく,부족
n3_1663,強調,きょうちょう,강조
n3_1664,自然,しぜん,자연
n3_1666,記録,きろく,기록
n3_1667,操作,そうさ,조작
n3_1670,株,かぶ,"주식, 그루터기"
n3_1675,事,こと,"일, 것"
n3_1677,年月,としつき,세월
n3_1680,事態,じたい,사태
n3_1685,進学,しんがく,진학
n3_1689,就職,しゅうしょく,취직
n3_1692,状態,じょうたい,상태
n3_1701,題,だい,"제목, 주제"
n3_1708,借金,しゃっきん,"빚, 채무"
n3_1718,温度,おんど,온도
n3_1723,留学,りゅうがく,유학
n3_1728,攻撃,こうげき,공격
n3_1732,事件,じけん,사건
n3_1734,要点,ようてん,요점
n3_1739,衝突,しょうとつ,충돌
n3_1742,スピーチ,スピーチ,"스피치, 연설"
n3_1746,年間,ねんかん,연간
n3_1750,組織,そしき,조직
n3_1752,犯罪,はんざい,범죄
n3_1754,決定,けってい,결정
n3_1758,遅刻,ちこく,지각
n3_1764,粗,あら,"결점, 흠"
n3_1765,化学,かがく,화학
n3_1766,作曲,さっきょく,작곡
n3_1769,営業,えいぎょう,영업
n3_1777,医療,いりょう,의료
n3_1781,動詞,どうし,동사
n3_1784,手品,てじな,"마술, 요술"
n3_1785,学期,がっき,학기
n3_1791,経験,けいけん,경험
n3_1792,祭,まつり,축제
n3_1794,職業,しょくぎょう,직업
n3_1796,発車,はっしゃ,"발차, 출발"
n5_0008,ニュース,ニュース,뉴스
n5_0016,電気,でんき,"전기, 전등"
n5_0022,英語,えいご,영어
n5_0032,作文,さくぶん,작문
n5_0047,年,とし,"나이, 해"
n5_0090,スポーツ,スポーツ,"스포츠, 운동"
n5_0110,毎週,まいしゅう,매주
n5_0146,休み,やすみ,"휴일, 방학"
n5_0162,言葉,ことば,"말, 단어"
n5_0174,一日,いちにち,"하루, 1일"
n5_0184,音楽,おんがく,음악
n5_0185,歌,うた,노래
n5_0190,授業,じゅぎょう,수업
n5_0196,さ来年,さらいねん,내후년
n5_0201,曇り,くもり,흐림
n5_0206,仕事,しごと,"일, 직업"
n5_0224,天気,てんき,날씨
n5_0241,秋,あき,가을
n5_0246,木曜日,もくようび,목요일
n5_0255,五日,いつか,"닷새, 5일"
n5_0268,夏,なつ,여름
n5_0277,金曜日,きんようび,금요일
n5_0287,二日,ふつか,"이틀, 2일"
n5_0290,冬,ふゆ,겨울
n5_0299,二十日,はつか,20일
n5_0311,十日,とおか,"10일, 열흘"
n5_0326,話,はなし,이야기
n5_0342,火曜日,かようび,화요일
n5_0355,三日,みっか,"3일, 사흘"
n5_0357,夏休み,なつやすみ,여름 방학
n5_0365,暇,ひま,"한가함, 여가"
n5_0382,毎年,まいねん / まいとし,매년
n5_0394,宿題,しゅくだい,숙제
n5_0398,映画,えいが,영화
n5_0435,色,いろ,색
n5_0436,黄色,きいろ,노란색
n5_0445,誕生日,たんじょうび,생일
n5_0463,たて,たて,"세로, 높이"
n5_0477,旅行,りょこう,여행
n5_0479,春,はる,봄
n5_0484,青,あお,파란색
n5_0485,白,しろ,흰색
n5_0506,背,せ,키
n5_0516,晴れ,はれ,맑음
n5_0600,名前,なまえ,이름
n5_0612,家庭,かてい,가정
n5_0613,パーティー,パーティー,파티
n5_0656,テスト,テスト,"시험, 테스트"
35,宿題,しゅくだい,숙제
36,締切,しめきり,마감기한
38,試験,しけん,시험
41,天気,てんき,날씨
42,旅行,りょこう,여행
43,勉強,べんきょう,공부
45,予定,よてい,예정
n4_110,味,あじ,맛
n4_112,遊び,あそび,놀이
n4_120,アルバイト,アルバイト,아르바이트
n4_149,うそ,うそ,거짓말
n4_188,音,おと,소리
n4_193,お祭り,おまつり,축제
n4_203,お礼,おれい,사례
n4_205,終わり,おわり,끝
n4_211,帰り,かえり,귀가
n4_217,火事,かじ,화재
n4_222,形,かたち,형태
n4_247,気,き,신경
n4_252,技術,ぎじゅつ,기술
n4_253,季節,きせつ,계절
n4_258,気分,きぶん,기분
n4_270,興味,きょうみ,흥미
n4_272,具合,ぐあい,상태
n4_297,研究,けんきゅう,연구
n4_299,見物,けんぶつ,구경
n4_304,工業,こうぎょう,공업
n4_313,国際,こくさい,국제
n4_318,答,こたえ,답
n4_333,コンサート,コンサート,콘서트
n4_338,最後,さいご,마지막
n4_339,最初,さいしょ,처음
n4_353,産業,さんぎょう,산업
n4_359,試合,しあい,시합
n4_362,事故,じこ,사고
n4_363,地震,じしん,지진
n4_380,習慣,しゅうかん,습관
n4_386,趣味,しゅみ,취미
n4_404,水泳,すいえい,수영
n4_439,戦争,せんそう,전쟁
n4_461,台風,たいふう,태풍
n4_474,楽しみ,たのしみ,즐거움
n4_484,力,ちから,힘
n4_491,地理,ちり,지리
n4_510,テニス,テニス,테니스
n4_515,天気予報,てんきよほう,날씨 예보
n4_523,遠く,とおく,먼
n4_549,におい,におい,냄새
n4_563,ねっしん,ねっしん,열심
n4_564,寝坊,ねぼう,늦잠
n4_573,パート,パート,아르바이트
n4_585,花見,はなみ,꽃놀이
n4_588,番組,ばんぐみ,프로그램
n4_591,日,ひ,일
n4_610,昼間,ひるま,주간
n4_695,夢,ゆめ,꿈
n4_699,用事,ようじ,용무
n4_701,予習,よしゅう,예습
n4_715,連絡,れんらく,연락
n4_127,医学,いがく,의학
n4_129,意見,いけん,의견
n4_169,お祝い,おいわい,축하
n4_190,踊り,おどり,춤
n4_213,科学,かがく,과학
n4_226,かっこう,かっこう,모습
n4_262,気持ち,きもち,마음
n4_303,講義,こうぎ,강의
n4_309,交通,こうつう,교통
n4_314,心,こころ,마음
n4_381,住所,じゅうしょ,주소
n4_399,人口,じんこう,인구
n4_407,数学,すうがく,수학
n4_481,暖房,だんぼう,난방
n4_487,注意,ちゅうい,주의
n4_489,注射,ちゅうしゃ,주사
n4_496,都合,つごう,사정
n4_513,点,てん,점
n4_572,場合,ばあい,경우
n4_583,発音,はつおん,발음
n4_617,復習,ふくしゅう,복습
n4_629,文学,ぶんがく,문학
n4_698,用意,ようい,준비
n4_702,予約,よやく,예약
n4_707,利用,りよう,이용
n4_710,留守,るす,부재중
n4_712,歴史,れきし,역사
n4_382,柔道,じゅうどう,유도
n4_405,水道,すいどう,수도
n4_502,つもり,つもり,의도
n4_697,用,よう,용도
n1_0015,長閑,のどか,"한가롭다, 평온하다"
n1_0047,正当,せいとう,"정당함, 타당함"
n1_0051,無口,むくち,"과묵함, 말이 없음"
n1_0080,不当,ふとう,부당함
